team_code,rating,matches_played,wins,losses,model,pool_key,rank
G14TTVBC1NE,1666.9547140373343,7,7,0,elo_margin,G14,1
G14NEVBC2NE,1665.0672431947537,6,6,0,elo_margin,G14,2
G14LDNER1NE,1662.4742435735752,6,6,0,elo_margin,G14,3
G14NYCJR1GE,1615.9508701041213,6,5,1,elo_margin,G14,4
G14MCJVB1NE,1593.8027796125584,6,5,1,elo_margin,G14,5
G14119131XX,1591.3966668932064,4,4,0,elo_margin,G14,6
G14RRJVB1NE,1590.870829973603,5,4,1,elo_margin,G14,7
G14MNJVB1NE,1587.8824748164418,3,3,0,elo_margin,G14,8
G14LFJVB2NE,1587.5856897258,5,4,1,elo_margin,G14,9
G14BVJVB1NE,1586.430466551271,8,6,2,elo_margin,G14,10
G14SOSVB1GE,1586.122947785491,6,5,1,elo_margin,G14,11
G14DDVBC4NE,1585.8706674546102,12,7,5,elo_margin,G14,12
G14RRJVB3NE,1579.781245368397,3,3,0,elo_margin,G14,13
G14MNJVB3NE,1579.740158559383,3,3,0,elo_margin,G14,14
G14SJJVB2NE,1578.9738727754273,5,4,1,elo_margin,G14,15
G14MXVBC1NE,1571.10852407566,5,4,1,elo_margin,G14,16
G14MGJVB2NE,1568.4438460093002,5,4,1,elo_margin,G14,17
G14LFJVB4NE,1567.7721292747997,3,3,0,elo_margin,G14,18
G14MAJVB4NE,1560.619111029061,9,6,3,elo_margin,G14,19
G14LEGIO2XL,1560.5351944901736,5,4,1,elo_margin,G14,20
G14NEVBC4NE,1551.1040631538813,6,4,2,elo_margin,G14,21
G14BVJVB2NE,1547.6002578079617,7,4,3,elo_margin,G14,22
G14HKJVB1NE,1542.9103313169517,5,3,2,elo_margin,G14,23
G14NEVBC1NE,1542.0597221411756,6,4,2,elo_margin,G14,24
G14HRJVB2NE,1540.513796490793,4,3,1,elo_margin,G14,25
G14LFJVB3NE,1540.2169168099167,3,2,1,elo_margin,G14,26
G14NEVBC3NE,1539.0452943106607,5,3,2,elo_margin,G14,27
G14RRJVB2NE,1538.532667158557,8,5,3,elo_margin,G14,28
G14LHVBC2NE,1530.838106095599,5,3,2,elo_margin,G14,29
G14MAJVB3NE,1530.7844614483824,7,4,3,elo_margin,G14,30
G14113232XX,1530.0,3,2,1,elo_margin,G14,31
G14GAJVB3NE,1529.5510382053076,3,2,1,elo_margin,G14,32
G14RRJVB6NE,1525.6700860699602,3,2,1,elo_margin,G14,33
G14EYNER1NE,1525.6513735741216,11,6,5,elo_margin,G14,34
G14SURGE1GE,1523.1572080858864,5,3,2,elo_margin,G14,35
G14MNJVB2NE,1522.7858670510805,3,2,1,elo_margin,G14,36
G14RRJVB4NE,1521.40330493898,3,2,1,elo_margin,G14,37
G14GAJVB2NE,1520.2118582748544,3,2,1,elo_margin,G14,38
G14IGVBC1NE,1519.1551332370332,4,2,2,elo_margin,G14,39
G14TTVBC3NE,1519.12121350133,3,2,1,elo_margin,G14,40
G14MGJVB4NE,1518.2383130107676,5,3,2,elo_margin,G14,41
G14NSJVB1NE,1516.7508457929787,5,3,2,elo_margin,G14,42
G14TTVBC2NE,1515.1291971346745,8,4,4,elo_margin,G14,43
G14113231XX,1515.0010152026969,8,4,4,elo_margin,G14,44
G14MGJVB6NE,1513.9598199276265,5,3,2,elo_margin,G14,45
G14MGJVB1NE,1512.9183306917473,5,3,2,elo_margin,G14,46
G14SJJVB1NE,1508.9944900796438,5,3,2,elo_margin,G14,47
G14MCJVB2NE,1502.0695318954697,8,4,4,elo_margin,G14,48
G14IGVBC2NE,1497.4978300762562,2,1,1,elo_margin,G14,49
G14CACLI1GE,1486.892751074518,5,2,3,elo_margin,G14,50
G14LHVBC3NE,1484.8115325141882,5,2,3,elo_margin,G14,51
G14LHVBA2GE,1484.5738748428707,5,2,3,elo_margin,G14,52
G14LFJVB1NE,1482.2733944432523,5,2,3,elo_margin,G14,53
G14MAJVB2NE,1476.1725879393196,7,3,4,elo_margin,G14,54
G14MCJVB3NE,1475.8912113542767,3,1,2,elo_margin,G14,55
G14RRJVB5NE,1475.8588276419098,3,1,2,elo_margin,G14,56
G14AVVBC2NE,1470.8878183552392,3,1,2,elo_margin,G14,57
G14MAPVB3NE,1470.4489617946924,3,1,2,elo_margin,G14,58
G14LHVBC4NE,1470.2676541273163,5,2,3,elo_margin,G14,59
