team_code,rating,matches_played,wins,losses,model,pool_key,rank
G18USANY1XL,1709.1259175063065,11,11,0,elo_margin,G18,1
G18NEVBC3NE,1672.7346483382885,7,7,0,elo_margin,G18,2
G18PPNER1NE,1651.5221662676722,6,6,0,elo_margin,G18,3
G18MGJVB2NE,1591.4795706734342,7,5,2,elo_margin,G18,4
G18RRJVB2NE,1589.898619244186,12,8,4,elo_margin,G18,5
G18LIVBI1GE,1589.8107490116843,6,5,1,elo_margin,G18,6
G18DDVBC1NE,1579.0436507419713,10,7,3,elo_margin,G18,7
G18USANY2XL,1576.3841430285736,10,7,3,elo_margin,G18,8
G18USANY3XL,1576.3246605723712,5,4,1,elo_margin,G18,9
G18VOLFX1WE,1572.5185015800676,5,4,1,elo_margin,G18,10
G18SJJVB1NE,1567.8457566779316,6,4,2,elo_margin,G18,11
G18NEVBC1NE,1564.7677949249994,6,4,2,elo_margin,G18,12
G18TTVBC1NE,1561.6506696769493,5,4,1,elo_margin,G18,13
G18LFJVB2NE,1557.9842702802498,6,4,2,elo_margin,G18,14
G18CACLI2GE,1555.479820011227,5,4,1,elo_margin,G18,15
G18HHVBC1NE,1551.1812813244828,4,3,1,elo_margin,G18,16
G18SJJVB2NE,1545.5659318120236,5,3,2,elo_margin,G18,17
G18CMJVB1NE,1533.8966104307003,5,3,2,elo_margin,G18,18
G18MGJVB1NE,1531.8904339504495,5,3,2,elo_margin,G18,19
G18SPAVB2XL,1530.9468065612173,5,3,2,elo_margin,G18,20
G18RRJVB1NE,1530.6630688184107,5,3,2,elo_margin,G18,21
G18MCJVB3NE,1523.823387728444,5,3,2,elo_margin,G18,22
G18UNVBC1NE,1518.8994961426247,5,3,2,elo_margin,G18,23
G18NYCJR1GE,1517.5184979361538,5,3,2,elo_margin,G18,24
G18CTRVB1NE,1516.1033505144421,11,5,6,elo_margin,G18,25
G18HKJVB1NE,1513.49648028086,5,3,2,elo_margin,G18,26
G18BVJVB1NE,1512.8767143789214,5,3,2,elo_margin,G18,27
G18NESVC1NE,1512.7065368500125,5,3,2,elo_margin,G18,28
G18SOSVB1GE,1512.1847154823568,5,3,2,elo_margin,G18,29
G18MWJVB1NE,1502.3001708911363,4,2,2,elo_margin,G18,30
G18LFJVB3NE,1499.7000373044498,5,2,3,elo_margin,G18,31
G18LFJVB1NE,1495.938490012699,6,3,3,elo_margin,G18,32
G18PVJVB2NE,1486.8332826535782,5,3,2,elo_margin,G18,33
G18CTRVB2NE,1478.1520995219419,10,4,6,elo_margin,G18,34
G18LDNER2NE,1477.925163890761,5,2,3,elo_margin,G18,35
G18MIVBC2NE,1475.4443612601094,5,2,3,elo_margin,G18,36
G18NSJVB1NE,1471.5712333001975,5,2,3,elo_margin,G18,37
G18MIVBC1NE,1469.5567247104818,5,2,3,elo_margin,G18,38
G18MCJVB4NE,1465.665135690781,5,2,3,elo_margin,G18,39
G18113231XX,1454.9101767602554,5,2,3,elo_margin,G18,40
G18SIVBC1NE,1450.1488086647705,5,1,4,elo_margin,G18,41
G18EYNER1NE,1446.8807489357457,10,3,7,elo_margin,G18,42
G18112721XX,1440.9887358721796,10,3,7,elo_margin,G18,43
G18VVVBC1NE,1437.6277097064794,5,1,4,elo_margin,G18,44
G18SRVBC1NE,1437.074933718765,10,4,6,elo_margin,G18,45
G18PVJVB1NE,1436.2690241849357,10,3,7,elo_margin,G18,46
G18LEGIO1XL,1427.759519860742,5,1,4,elo_margin,G18,47
G18NEVBC2NE,1427.0859902287277,5,1,4,elo_margin,G18,48
G18SPAVB1XL,1422.4490053507402,5,1,4,elo_margin,G18,49
G18DRVBC2NE,1422.3416710416777,5,1,4,elo_margin,G18,50
G18VPVBC10NE,1422.1358399255307,5,1,4,elo_margin,G18,51
G18MCJVB1NE,1420.6640146056936,5,1,4,elo_margin,G18,52
G18MWJVB2NE,1420.1298747391147,5,1,4,elo_margin,G18,53
G18LDNER1NE,1416.236034051344,5,1,4,elo_margin,G18,54
G18NESVC2NE,1402.2624579118178,5,1,4,elo_margin,G18,55
G18SURGE1GE,1401.1589987153322,5,1,4,elo_margin,G18,56
G18EYNER2NE,1390.0048390666389,9,2,7,elo_margin,G18,57
G18MAPVB3NE,1368.6143528559267,5,0,5,elo_margin,G18,58
G18DDVBC2NE,1363.8463138204347,10,2,8,elo_margin,G18,59
