team_code,rating,matches_played,wins,losses,model,pool_key,rank
G15MNJVB1NE,1678.2275615048509,7,7,0,elo_margin,G15,1
G15NEVBC4NE,1671.6408306298924,7,7,0,elo_margin,G15,2
G15HEVBA9NE,1660.0908912187729,13,11,2,elo_margin,G15,3
G15SOSVB1GE,1659.0994979781535,6,6,0,elo_margin,G15,4
G15LFJVB2NE,1648.2653601193035,7,6,1,elo_margin,G15,5
G15RRJVB1NE,1629.4060958488803,6,6,0,elo_margin,G15,6
G15SJJVB3NE,1626.8218139690684,5,5,0,elo_margin,G15,7
G15EYNER1NE,1613.3598877097795,5,5,0,elo_margin,G15,8
G15EYNER2NE,1612.7771235204405,12,9,3,elo_margin,G15,9
G15NEVBC2NE,1609.6823509385308,6,5,1,elo_margin,G15,10
G15TTVBC2NE,1592.3528531832537,8,6,2,elo_margin,G15,11
G15CACLI4GE,1585.013769595175,5,4,1,elo_margin,G15,12
G15GAJVB3NE,1584.0526440704166,3,3,0,elo_margin,G15,13
G15NEVBC1NE,1582.432207765231,5,4,1,elo_margin,G15,14
G15MGJVB1NE,1581.8171371198648,6,5,1,elo_margin,G15,15
G15RRJVB4NE,1580.1742867914973,3,3,0,elo_margin,G15,16
G15SJJVB2NE,1580.0454315584584,5,4,1,elo_margin,G15,17
G15MAJVB3NE,1580.026765536231,3,3,0,elo_margin,G15,18
G15RRJVB8NE,1575.273141999581,3,3,0,elo_margin,G15,19
G15MNJVB4NE,1573.8965003289404,3,3,0,elo_margin,G15,20
G15LEGIO2XL,1573.110418473132,5,4,1,elo_margin,G15,21
G15MGJVB2NE,1572.177449295934,5,4,1,elo_margin,G15,22
G15SJJVB1NE,1568.5520340296662,5,4,1,elo_margin,G15,23
G15117751XX,1567.430920320004,5,4,1,elo_margin,G15,24
G15LHVBC3NE,1566.8534211593637,5,4,1,elo_margin,G15,25
G15RRJVB2NE,1566.6337893728437,13,8,5,elo_margin,G15,26
G15MNJVB7NE,1563.7566859598808,3,3,0,elo_margin,G15,27
G15CTRVB1NE,1559.3929546258,12,6,6,elo_margin,G15,28
G15LHVBA1GE,1556.1869336905368,5,4,1,elo_margin,G15,29
G15MNJVB2NE,1554.4781413577705,8,5,3,elo_margin,G15,30
G15HHVBC4NE,1550.6316972942764,7,5,2,elo_margin,G15,31
G15AVVBC3NE,1546.6837627978039,8,5,3,elo_margin,G15,32
G15NYCJR1GE,1544.45741865747,6,4,2,elo_margin,G15,33
G15LEGIO3XL,1542.35233085558,5,3,2,elo_margin,G15,34
G15NEVBC3NE,1541.9688284568513,5,3,2,elo_margin,G15,35
G15SJVBC1NE,1538.3776163067457,5,3,2,elo_margin,G15,36
G15LDNER3NE,1537.6428355584985,5,3,2,elo_margin,G15,37
G15MGJVB3NE,1535.0112007981782,5,3,2,elo_margin,G15,38
G15LDNER1NE,1532.8013744448797,5,3,2,elo_margin,G15,39
G15MGJVB4NE,1531.997119934373,5,3,2,elo_margin,G15,40
G15RRJVB5NE,1528.2451130363268,3,2,1,elo_margin,G15,41
G15TCJVB3NE,1526.874682388443,3,2,1,elo_margin,G15,42
G15GAJVB2NE,1523.2294778913501,3,2,1,elo_margin,G15,43
G15MAPVB3NE,1520.9192597836634,8,5,3,elo_margin,G15,44
G15RRJVB3NE,1519.1883116118686,3,2,1,elo_margin,G15,45
G15117753XX,1516.656744618346,6,4,2,elo_margin,G15,46
G15MIVBC2NE,1513.29148852617,3,2,1,elo_margin,G15,47
G15BVJVB1NE,1507.4321403281801,5,3,2,elo_margin,G15,48
G15LEGIO1XL,1506.7245670079258,5,3,2,elo_margin,G15,49
G15MCJVB3NE,1502.3442617422177,8,4,4,elo_margin,G15,50
G15USANY1XL,1501.7602522609136,5,2,3,elo_margin,G15,51
G15EYNER3NE,1497.0078340855696,10,5,5,elo_margin,G15,52
G15117754XX,1496.311889571777,5,2,3,elo_margin,G15,53
G15NEVBC5NE,1492.8228931905767,5,2,3,elo_margin,G15,54
G15TTVBC1NE,1491.4528301329879,5,2,3,elo_margin,G15,55
G15SRVBC1NE,1489.1254474815235,6,3,3,elo_margin,G15,56
G15CAMYV1NE,1488.7369643982795,5,2,3,elo_margin,G15,57
G15MXVBC1NE,1484.6828651382962,5,2,3,elo_margin,G15,58
G15LHVBC4NE,1484.3330119224415,5,2,3,elo_margin,G15,59
G15VOLFX1WE,1482.09054332711,5,2,3,elo_margin,G15,60
G15RRJVB12NE,1480.3990576695526,3,1,2,elo_margin,G15,61
G15MCJVB4NE,1480.0404290334545,7,3,4,elo_margin,G15,62
G15TTVBC4NE,1478.6749796684496,3,1,2,elo_margin,G15,63
G15IGVBC1NE,1478.4039651750095,3,1,2,elo_margin,G15,64
G15PVJVB3NE,1477.0356458170195,5,2,3,elo_margin,G15,65
G15SURGE1GE,1475.0213723264274,5,2,3,elo_margin,G15,66
G15112721XX,1474.8628745499477,13,6,7,elo_margin,G15,67
G15NSJVB1NE,1473.0815545025462,5,2,3,elo_margin,G15,68
G15MAJVB2NE,1470.2301715158999,3,1,2,elo_margin,G15,69
G15RRJVB7NE,1470.1030872220229,3,1,2,elo_margin,G15,70
G15TTVBC5NE,1469.9949421534448,3,1,2,elo_margin,G15,71
G15113233XX,1468.6809037288517,3,1,2,elo_margin,G15,72
G15SJVBC2NE,1468.0059235449103,5,2,3,elo_margin,G15,73
G15AVVBC2NE,1467.8250777499463,5,2,3,elo_margin,G15,74
G15CMJVB1NE,1467.1443533317188,5,2,3,elo_margin,G15,75
G15MIVBC3NE,1465.0554978197108,3,1,2,elo_margin,G15,76
G15SJVBC3NE,1463.7674476802167,5,2,3,elo_margin,G15,77
G15NESVC1NE,1463.2741446168586,8,3,5,elo_margin,G15,78
G15AVVBC1NE,1462.5338548218729,6,2,4,elo_margin,G15,79
G15LDNER2NE,1452.916505326592,6,2,4,elo_margin,G15,80
G15HRJVB1NE,1450.769051566899,4,1,3,elo_margin,G15,81
G15LHVBC2NE,1446.143069735892,6,2,4,elo_margin,G15,82
G15RRJVB6NE,1445.9696698288533,3,1,2,elo_margin,G15,83
G15MGJVB19NE,1445.9332023271024,3,1,2,elo_margin,G15,84
G15HKJVB1NE,1441.78457243851,5,1,4,elo_margin,G15,85
G15LFJVB1NE,1437.5866099044526,5,1,4,elo_margin,G15,86
G15TTVBC3NE,1431.0823850887093,8,2,6,elo_margin,G15,87
G15EYNER4NE,1428.9866124124562,10,4,6,elo_margin,G15,88
G15AVVBC4NE,1426.5386261015,8,2,6,elo_margin,G15,89
G15CACLI1GE,1426.1441576264224,5,1,4,elo_margin,G15,90
G15113232XX,1424.5946980144483,3,0,3,elo_margin,G15,91
G15RRJVB10NE,1423.9808877349637,3,0,3,elo_margin,G15,92
G15SJVBC4NE,1423.1838142940737,5,1,4,elo_margin,G15,93
