team_code,rating,matches_played,wins,losses,model,pool_key,rank
G16TTVBC1NE,1674.374468012603,7,7,0,elo_margin,G16,1
G16RRJVB1NE,1657.026718609803,6,6,0,elo_margin,G16,2
G16NEVBC3NE,1654.169067662759,6,6,0,elo_margin,G16,3
G16NEVBC1NE,1653.666890115966,6,6,0,elo_margin,G16,4
G16HEVBA9NE,1631.64252730682,7,6,1,elo_margin,G16,5
G16LFJVB2NE,1626.6041173693811,5,5,0,elo_margin,G16,6
G16RRJVB2NE,1625.918839758924,15,11,4,elo_margin,G16,7
G16MXVBC1NE,1624.5889110372063,5,5,0,elo_margin,G16,8
G16USANY1XL,1611.4377749833072,5,5,0,elo_margin,G16,9
G16NEVBC4NE,1607.7073978054632,6,5,1,elo_margin,G16,10
G16EYNER2NE,1602.8376951873986,6,5,1,elo_margin,G16,11
G16LEGIO2XL,1597.0860069191149,6,5,1,elo_margin,G16,12
G16LDNER3NE,1595.7902918349027,3,3,0,elo_margin,G16,13
G16SJJVB2NE,1586.3242191545894,5,4,1,elo_margin,G16,14
G16NEVBC2NE,1586.2756549342926,5,4,1,elo_margin,G16,15
G16MCJVB5NE,1585.566081709595,8,6,2,elo_margin,G16,16
G16CMJVB3NE,1584.8478394473693,3,3,0,elo_margin,G16,17
G16SAJVB2NE,1583.31460551726,3,3,0,elo_margin,G16,18
G16TTVBC2NE,1582.2071669106854,8,6,2,elo_margin,G16,19
G16SJVBC4NE,1580.5381270978053,3,3,0,elo_margin,G16,20
G16SJJVB1NE,1578.1800301352985,5,4,1,elo_margin,G16,21
G16SJVBC3NE,1576.9163844508353,3,3,0,elo_margin,G16,22
G16MNJVB1NE,1574.7408904420406,5,4,1,elo_margin,G16,23
G16TTVBC5NE,1574.4881877058597,3,3,0,elo_margin,G16,24
G16LFJVB4NE,1571.3731079318154,3,3,0,elo_margin,G16,25
G16SOSVB1GE,1570.4623510539184,5,4,1,elo_margin,G16,26
G16SRVBC2NE,1567.6515283105475,6,5,1,elo_margin,G16,27
G16VOLFX1WE,1557.1911830710214,6,4,2,elo_margin,G16,28
G16MNJVB4NE,1555.033986891032,3,3,0,elo_margin,G16,29
G16LFJVB3NE,1552.8081460778901,5,4,1,elo_margin,G16,30
G16MCJVB4NE,1550.9755009703028,8,5,3,elo_margin,G16,31
