team_code,rating,matches_played,wins,losses,model,pool_key,rank
G17TTVBC1NE,1670.0700951802519,9,8,1,elo_margin,G17,1
G17NEVBC2NE,1658.7716342392168,6,6,0,elo_margin,G17,2
G17NYCVA1GE,1655.2018425814313,6,6,0,elo_margin,G17,3
G17LFJVB2NE,1653.5220455582914,9,8,1,elo_margin,G17,4
G17SPKRS1GE,1649.1528364569685,6,6,0,elo_margin,G17,5
G17MNJVB1NE,1641.9354445408678,6,6,0,elo_margin,G17,6
G17NEVBC3NE,1631.0503266182445,5,5,0,elo_margin,G17,7
G17SJJVB2NE,1605.4006721196017,6,5,1,elo_margin,G17,8
G17NESVC1NE,1592.2424630635735,8,6,2,elo_margin,G17,9
G17CMJVB2NE,1585.9771024123368,3,3,0,elo_margin,G17,10
G17LFJVB3NE,1583.4717106507887,3,3,0,elo_margin,G17,11
G17CMJVB3NE,1579.998748812548,3,3,0,elo_margin,G17,12
G17LDNER1NE,1579.3470701289525,5,4,1,elo_margin,G17,13
G17RRJVB3NE,1577.4360652749785,12,7,5,elo_margin,G17,14
G17SJVBC3NE,1575.3377344800815,3,3,0,elo_margin,G17,15
G17SJJVB1NE,1567.382816921396,5,4,1,elo_margin,G17,16
G17SPAVB3XL,1564.3220000930019,5,4,1,elo_margin,G17,17
G17SJVBC4NE,1563.9761574884292,3,3,0,elo_margin,G17,18
G17HHVBC2NE,1563.469232621183,5,4,1,elo_margin,G17,19
G17NEVBC1NE,1559.65020726314,6,4,2,elo_margin,G17,20
G17NEVBC4NE,1552.4452424030449,6,4,2,elo_margin,G17,21
G17MIVBC1NE,1547.6425688418972,5,3,2,elo_margin,G17,22
G17EYNER2NE,1545.25152489465,10,6,4,elo_margin,G17,23
G17RRJVB1NE,1537.4950605275603,5,3,2,elo_margin,G17,24
G17AVVBC1NE,1536.8848882419788,5,3,2,elo_margin,G17,25
G17MGJVB4NE,1535.206724449537,5,3,2,elo_margin,G17,26
G17CMJVB1NE,1533.671372484816,6,4,2,elo_margin,G17,27
G17NESVC2NE,1533.4602866196508,8,5,3,elo_margin,G17,28
G17SAJVB2NE,1530.9631780025172,3,2,1,elo_margin,G17,29
G17VOLFX1WE,1526.171530276204,5,3,2,elo_margin,G17,30
G17LDNER3NE,1525.783011850032,3,2,1,elo_margin,G17,31
G17HRJVB1NE,1525.5128115825794,5,3,2,elo_margin,G17,32
G17LHVBC2NE,1524.0534182033325,5,3,2,elo_margin,G17,33
G17LFJVB1NE,1523.2456155272898,5,3,2,elo_margin,G17,34
G17MNJVB2NE,1522.4457893104343,3,2,1,elo_margin,G17,35
G17MCJVB2NE,1518.66976016626,8,4,4,elo_margin,G17,36
G17CACLI3GE,1518.3250758268518,5,3,2,elo_margin,G17,37
G17GSVBC1NE,1515.4270242831249,3,2,1,elo_margin,G17,38
G17LDNER2NE,1513.7307881031213,5,3,2,elo_margin,G17,39
G17IGVBC1NE,1513.4927138374421,3,2,1,elo_margin,G17,40
G17TTVBC3NE,1512.1584528979906,8,4,4,elo_margin,G17,41
